django.utils.autoreload INFO 2025-02-21 19:38:51,507 autoreload 20648 692 Watching for file changes with StatReloader
django.utils.autoreload DEBUG 2025-02-21 19:38:52,841 autoreload 20648 692 File F:\python\env\Lib\site-packages\rest_framework\utils\urls.py first seen with mtime 1739764225.0117576
django.utils.autoreload DEBUG 2025-02-21 19:38:52,841 autoreload 20648 692 File C:\Users\unipa\AppData\Local\Programs\Python\Python313\Lib\asyncio\windows_events.py first seen with mtime 1733239648.0
django.utils.autoreload DEBUG 2025-02-21 19:38:52,841 autoreload 20648 692 File F:\python\env\Lib\site-packages\django\core\files\storage\mixins.py first seen with mtime 1739764111.9268448
django.utils.autoreload DEBUG 2025-02-21 19:38:52,842 autoreload 20648 692 File C:\Users\unipa\AppData\Local\Programs\Python\Python313\DLLs\_socket.pyd first seen with mtime 1733239692.0
django.utils.autoreload DEBUG 2025-02-21 19:38:52,842 autoreload 20648 692 File C:\Users\unipa\AppData\Local\Programs\Python\Python313\Lib\encodings\idna.py first seen with mtime 1733239648.0
django.utils.autoreload DEBUG 2025-02-21 19:38:52,842 autoreload 20648 692 File F:\python\env\Lib\site-packages\django\views\decorators\common.py first seen with mtime 1739764112.3940518
django.utils.autoreload DEBUG 2025-02-21 19:38:52,842 autoreload 20648 692 File C:\Users\unipa\AppData\Local\Programs\Python\Python313\DLLs\_sqlite3.pyd first seen with mtime 1733239692.0
django.utils.autoreload DEBUG 2025-02-21 19:38:52,842 autoreload 20648 692 File F:\python\env\Lib\site-packages\django\utils\tree.py first seen with mtime 1739764112.3840604
django.utils.autoreload DEBUG 2025-02-21 19:38:52,842 autoreload 20648 692 File F:\python\env\Lib\site-packages\urllib3\connectionpool.py first seen with mtime 1739855743.898816
django.utils.autoreload DEBUG 2025-02-21 19:38:52,842 autoreload 20648 692 File C:\Users\unipa\AppData\Local\Programs\Python\Python313\Lib\pathlib\_abc.py first seen with mtime 1733239648.0
django.utils.autoreload DEBUG 2025-02-21 19:38:52,843 autoreload 20648 692 File F:\python\env\Lib\site-packages\django\http\multipartparser.py first seen with mtime 1739764112.3263245
django.utils.autoreload DEBUG 2025-02-21 19:38:52,843 autoreload 20648 692 File F:\python\env\Lib\site-packages\django\template\loaders\cached.py first seen with mtime 1739764112.3479614
django.utils.autoreload DEBUG 2025-02-21 19:38:52,843 autoreload 20648 692 File F:\python\env\Lib\site-packages\tzdata\__init__.py first seen with mtime 1739764101.735422
django.utils.autoreload DEBUG 2025-02-21 19:38:52,843 autoreload 20648 692 File F:\python\env\Lib\site-packages\django\core\checks\compatibility\django_4_0.py first seen with mtime 1739764111.8820145
django.utils.autoreload DEBUG 2025-02-21 19:38:52,843 autoreload 20648 692 File F:\python\env\Lib\site-packages\requests\api.py first seen with mtime 1739855756.9522185
django.utils.autoreload DEBUG 2025-02-21 19:38:52,843 autoreload 20648 692 File F:\python\env\Lib\site-packages\django\contrib\postgres\forms\hstore.py first seen with mtime 1739764109.9824927
django.utils.autoreload DEBUG 2025-02-21 19:38:52,843 autoreload 20648 692 File F:\python\env\Lib\site-packages\requests\structures.py first seen with mtime 1739855756.9649827
django.utils.autoreload DEBUG 2025-02-21 19:38:52,843 autoreload 20648 692 File F:\python\env\Lib\site-packages\django\db\migrations\operations\base.py first seen with mtime 1739764112.2347727
django.utils.autoreload DEBUG 2025-02-21 19:38:52,844 autoreload 20648 692 File C:\Users\unipa\AppData\Local\Programs\Python\Python313\Lib\dis.py first seen with mtime 1733239648.0
django.utils.autoreload DEBUG 2025-02-21 19:38:52,844 autoreload 20648 692 File F:\python\env\Lib\site-packages\django\urls\base.py first seen with mtime 1739764112.3595316
django.utils.autoreload DEBUG 2025-02-21 19:38:52,844 autoreload 20648 692 File F:\python\env\Lib\site-packages\django\utils\inspect.py first seen with mtime 1739764112.3760545
django.utils.autoreload DEBUG 2025-02-21 19:38:52,844 autoreload 20648 692 File F:\python\env\Lib\site-packages\django\utils\_os.py first seen with mtime 1739764112.363036
django.utils.autoreload DEBUG 2025-02-21 19:38:52,844 autoreload 20648 692 File C:\Users\unipa\AppData\Local\Programs\Python\Python313\Lib\asyncio\log.py first seen with mtime 1733239648.0
django.utils.autoreload DEBUG 2025-02-21 19:38:52,844 autoreload 20648 692 File F:\python\env\Lib\site-packages\django\utils\timesince.py first seen with mtime 1739764112.3830647
django.utils.autoreload DEBUG 2025-02-21 19:38:52,844 autoreload 20648 692 File F:\python\env\Lib\site-packages\django\apps\config.py first seen with mtime 1739764107.293758
django.utils.autoreload DEBUG 2025-02-21 19:38:52,845 autoreload 20648 692 File F:\python\env\Lib\site-packages\django\db\models\sql\query.py first seen with mtime 1739764112.2652998
django.utils.autoreload DEBUG 2025-02-21 19:38:52,845 autoreload 20648 692 File C:\Users\unipa\AppData\Local\Programs\Python\Python313\Lib\asyncio\futures.py first seen with mtime 1733239648.0
django.utils.autoreload DEBUG 2025-02-21 19:38:52,845 autoreload 20648 692 File C:\Users\unipa\AppData\Local\Programs\Python\Python313\Lib\asyncio\selector_events.py first seen with mtime 1733239648.0
django.utils.autoreload DEBUG 2025-02-21 19:38:52,845 autoreload 20648 692 File F:\python\env\Lib\site-packages\django\utils\regex_helper.py first seen with mtime 1739764112.380556
django.utils.autoreload DEBUG 2025-02-21 19:38:52,845 autoreload 20648 692 File F:\python\env\Lib\site-packages\django\views\generic\list.py first seen with mtime 1739764112.4005544
django.utils.autoreload DEBUG 2025-02-21 19:38:52,845 autoreload 20648 692 File F:\python\env\Lib\site-packages\sqlparse\filters\reindent.py first seen with mtime 1739764102.4499145
django.utils.autoreload DEBUG 2025-02-21 19:38:52,845 autoreload 20648 692 File F:\python\env\Lib\site-packages\PIL\ImageMode.py first seen with mtime 1739764103.496054
django.utils.autoreload DEBUG 2025-02-21 19:38:52,845 autoreload 20648 692 File C:\Users\unipa\AppData\Local\Programs\Python\Python313\Lib\email\mime\multipart.py first seen with mtime 1733239648.0
django.utils.autoreload DEBUG 2025-02-21 19:38:52,846 autoreload 20648 692 File F:\python\env\Lib\site-packages\rest_framework\status.py first seen with mtime 1739764224.854432
django.utils.autoreload DEBUG 2025-02-21 19:38:52,846 autoreload 20648 692 File F:\python\env\Lib\site-packages\sqlparse\engine\__init__.py first seen with mtime 1739764102.4449172
django.utils.autoreload DEBUG 2025-02-21 19:38:52,846 autoreload 20648 692 File F:\python\env\Lib\site-packages\django\db\models\fields\generated.py first seen with mtime 1739764112.2517848
django.utils.autoreload DEBUG 2025-02-21 19:38:52,846 autoreload 20648 692 File F:\python\env\Lib\site-packages\sqlparse\formatter.py first seen with mtime 1739764102.440919
django.utils.autoreload DEBUG 2025-02-21 19:38:52,846 autoreload 20648 692 File C:\Users\unipa\AppData\Local\Programs\Python\Python313\Lib\email\message.py first seen with mtime 1733239648.0
django.utils.autoreload DEBUG 2025-02-21 19:38:52,846 autoreload 20648 692 File C:\Users\unipa\AppData\Local\Programs\Python\Python313\DLLs\_uuid.pyd first seen with mtime 1733239692.0
django.utils.autoreload DEBUG 2025-02-21 19:38:52,846 autoreload 20648 692 File F:\python\env\Lib\site-packages\django\core\checks\messages.py first seen with mtime 1739764111.87094
django.utils.autoreload DEBUG 2025-02-21 19:38:52,846 autoreload 20648 692 File F:\python\env\Lib\site-packages\django\contrib\auth\forms.py first seen with mtime 1739764108.2574747
django.utils.autoreload DEBUG 2025-02-21 19:38:52,847 autoreload 20648 692 File F:\python\env\Lib\site-packages\django_apscheduler\__init__.py first seen with mtime 1740113078.0027452
django.utils.autoreload DEBUG 2025-02-21 19:38:52,847 autoreload 20648 692 File F:\python\env\Lib\site-packages\django\core\servers\__init__.py first seen with mtime 1739764112.183362
django.utils.autoreload DEBUG 2025-02-21 19:38:52,847 autoreload 20648 692 File F:\python\env\Lib\site-packages\django\contrib\postgres\lookups.py first seen with mtime 1739764109.9666703
django.utils.autoreload DEBUG 2025-02-21 19:38:52,847 autoreload 20648 692 File F:\python\env\Lib\site-packages\django\db\migrations\executor.py first seen with mtime 1739764112.2267578
django.utils.autoreload DEBUG 2025-02-21 19:38:52,847 autoreload 20648 692 File C:\Users\unipa\AppData\Local\Programs\Python\Python313\Lib\functools.py first seen with mtime 1733239648.0
django.utils.autoreload DEBUG 2025-02-21 19:38:52,847 autoreload 20648 692 File F:\python\env\Lib\site-packages\PIL\ExifTags.py first seen with mtime 1739764103.4768453
django.utils.autoreload DEBUG 2025-02-21 19:38:52,847 autoreload 20648 692 File F:\python\env\Lib\site-packages\rest_framework\validators.py first seen with mtime 1739764224.8574183
django.utils.autoreload DEBUG 2025-02-21 19:38:52,848 autoreload 20648 692 File C:\Users\unipa\AppData\Local\Programs\Python\Python313\Lib\asyncio\threads.py first seen with mtime 1733239648.0
django.utils.autoreload DEBUG 2025-02-21 19:38:52,848 autoreload 20648 692 File C:\Users\unipa\AppData\Local\Programs\Python\Python313\Lib\nturl2path.py first seen with mtime 1733239648.0
django.utils.autoreload DEBUG 2025-02-21 19:38:52,848 autoreload 20648 692 File F:\python\env\Lib\site-packages\django\contrib\postgres\forms\array.py first seen with mtime 1739764109.979501
django.utils.autoreload DEBUG 2025-02-21 19:38:52,848 autoreload 20648 692 File F:\python\env\Lib\site-packages\django\utils\crypto.py first seen with mtime 1739764112.3675382
django.utils.autoreload DEBUG 2025-02-21 19:38:52,848 autoreload 20648 692 File F:\python\env\Lib\site-packages\django\contrib\admin\templatetags\admin_modify.py first seen with mtime 1739764108.0550797
django.utils.autoreload DEBUG 2025-02-21 19:38:52,848 autoreload 20648 692 File F:\python\env\Lib\site-packages\django\db\models\functions\__init__.py first seen with mtime 1739764112.2572887
django.utils.autoreload DEBUG 2025-02-21 19:38:52,848 autoreload 20648 692 File F:\python\env\Lib\site-packages\django\core\files\storage\memory.py first seen with mtime 1739764111.9258451
django.utils.autoreload DEBUG 2025-02-21 19:38:52,848 autoreload 20648 692 File F:\python\env\Lib\site-packages\django\utils\decorators.py first seen with mtime 1739764112.3710413
django.utils.autoreload DEBUG 2025-02-21 19:38:52,849 autoreload 20648 692 File F:\python\env\Lib\site-packages\django\contrib\auth\backends.py first seen with mtime 1739764108.25297
django.utils.autoreload DEBUG 2025-02-21 19:38:52,849 autoreload 20648 692 File C:\Users\unipa\AppData\Local\Programs\Python\Python313\Lib\quopri.py first seen with mtime 1733239648.0
django.utils.autoreload DEBUG 2025-02-21 19:38:52,849 autoreload 20648 692 File F:\python\env\Lib\site-packages\urllib3\util\proxy.py first seen with mtime 1739855743.918936
django.utils.autoreload DEBUG 2025-02-21 19:38:52,849 autoreload 20648 692 File F:\python\env\Lib\site-packages\django\core\files\locks.py first seen with mtime 1739764111.8897297
django.utils.autoreload DEBUG 2025-02-21 19:38:52,849 autoreload 20648 692 File F:\python\env\Lib\site-packages\django\contrib\admin\helpers.py first seen with mtime 1739764107.6198554
django.utils.autoreload DEBUG 2025-02-21 19:38:52,849 autoreload 20648 692 File F:\python\env\Lib\site-packages\django\contrib\auth\__init__.py first seen with mtime 1739764108.251971
django.utils.autoreload DEBUG 2025-02-21 19:38:52,849 autoreload 20648 692 File C:\Users\unipa\AppData\Local\Programs\Python\Python313\Lib\asyncio\runners.py first seen with mtime 1733239648.0
django.utils.autoreload DEBUG 2025-02-21 19:38:52,850 autoreload 20648 692 File F:\python\env\Lib\site-packages\django\db\backends\base\base.py first seen with mtime 1739764112.1904504
django.utils.autoreload DEBUG 2025-02-21 19:38:52,850 autoreload 20648 692 File F:\python\env\Lib\site-packages\django\db\models\sql\compiler.py first seen with mtime 1739764112.2627954
django.utils.autoreload DEBUG 2025-02-21 19:38:52,850 autoreload 20648 692 File C:\Users\unipa\AppData\Local\Programs\Python\Python313\Lib\queue.py first seen with mtime 1733239648.0
django.utils.autoreload DEBUG 2025-02-21 19:38:52,850 autoreload 20648 692 File F:\python\env\Lib\site-packages\rest_framework\templatetags\rest_framework.py first seen with mtime 1739764225.0037515
django.utils.autoreload DEBUG 2025-02-21 19:38:52,850 autoreload 20648 692 File F:\python\env\Lib\site-packages\tzdata\zoneinfo\Asia\__init__.py first seen with mtime 1739764101.9763055
django.utils.autoreload DEBUG 2025-02-21 19:38:52,850 autoreload 20648 692 File F:\python\env\Lib\site-packages\django\db\models\fields\proxy.py first seen with mtime 1739764112.2532914
django.utils.autoreload DEBUG 2025-02-21 19:38:52,850 autoreload 20648 692 File F:\python\env\Lib\site-packages\django\__init__.py first seen with mtime 1739764107.2907605
django.utils.autoreload DEBUG 2025-02-21 19:38:52,851 autoreload 20648 692 File F:\python\env\Lib\site-packages\sqlparse\sql.py first seen with mtime 1739764102.4429183
django.utils.autoreload DEBUG 2025-02-21 19:38:52,851 autoreload 20648 692 File C:\Users\unipa\AppData\Local\Programs\Python\Python313\Lib\datetime.py first seen with mtime 1733239648.0
django.utils.autoreload DEBUG 2025-02-21 19:38:52,851 autoreload 20648 692 File F:\python\env\Lib\site-packages\django\contrib\sites\requests.py first seen with mtime 1739764110.4772441
django.utils.autoreload DEBUG 2025-02-21 19:38:52,851 autoreload 20648 692 File F:\python\env\Lib\site-packages\django\core\checks\async_checks.py first seen with mtime 1739764111.8669436
django.utils.autoreload DEBUG 2025-02-21 19:38:52,851 autoreload 20648 692 File C:\Users\unipa\AppData\Local\Programs\Python\Python313\Lib\token.py first seen with mtime 1733239650.0
django.utils.autoreload DEBUG 2025-02-21 19:38:52,851 autoreload 20648 692 File F:\python\env\Lib\site-packages\django\db\models\fields\related.py first seen with mtime 1739764112.2542903
django.utils.autoreload DEBUG 2025-02-21 19:38:52,851 autoreload 20648 692 File F:\python\env\Lib\site-packages\tzdata\zoneinfo\__init__.py first seen with mtime 1739764101.769566
django.utils.autoreload DEBUG 2025-02-21 19:38:52,851 autoreload 20648 692 File F:\python\env\Lib\site-packages\django\core\files\__init__.py first seen with mtime 1739764111.886338
django.utils.autoreload DEBUG 2025-02-21 19:38:52,852 autoreload 20648 692 File F:\python\env\Lib\site-packages\django\core\handlers\base.py first seen with mtime 1739764112.003111
django.utils.autoreload DEBUG 2025-02-21 19:38:52,852 autoreload 20648 692 File F:\python\env\Lib\site-packages\django\views\csrf.py first seen with mtime 1739764112.3885639
django.utils.autoreload DEBUG 2025-02-21 19:38:52,852 autoreload 20648 692 File C:\Users\unipa\AppData\Local\Programs\Python\Python313\DLLs\_overlapped.pyd first seen with mtime 1733239692.0
django.utils.autoreload DEBUG 2025-02-21 19:38:52,852 autoreload 20648 692 File F:\python\env\Lib\site-packages\django\utils\dateparse.py first seen with mtime 1739764112.3690472
django.utils.autoreload DEBUG 2025-02-21 19:38:52,852 autoreload 20648 692 File F:\python\env\Lib\site-packages\django\template\autoreload.py first seen with mtime 1739764112.3348336
django.utils.autoreload DEBUG 2025-02-21 19:38:52,852 autoreload 20648 692 File C:\Users\unipa\AppData\Local\Programs\Python\Python313\Lib\email\mime\text.py first seen with mtime 1733239648.0
django.utils.autoreload DEBUG 2025-02-21 19:38:52,852 autoreload 20648 692 File C:\Users\unipa\AppData\Local\Programs\Python\Python313\Lib\logging\handlers.py first seen with mtime 1733239648.0
django.utils.autoreload DEBUG 2025-02-21 19:38:52,853 autoreload 20648 692 File F:\python\env\Lib\site-packages\apscheduler\triggers\interval.py first seen with mtime 1740112938.2811525
django.utils.autoreload DEBUG 2025-02-21 19:38:52,853 autoreload 20648 692 File F:\python\env\Lib\site-packages\idna\core.py first seen with mtime 1739855756.0447583
django.utils.autoreload DEBUG 2025-02-21 19:38:52,853 autoreload 20648 692 File F:\python\env\Lib\site-packages\django\db\models\functions\window.py first seen with mtime 1739764112.2607937
